analysis_names	sum_matches	sum_deepnodes	sum_M20boots	trlen	sumBoots	DoNotConflict	ExplicitlyAgree	StrictJointAssertions	SemiStrictJointAssertions	SymmetricDifference	MarczewskiSteinhaus	SteelPenny	QuartetDivergence	SimilarityToReference	RFdist	relRFdist	symDiff	branchscoreDiff	pathDiff	quadPathDiff	symDiff_s1	branchscoreDiff_s1	pathDiff_s1	quadPathDiff_s1	relSymDiff	relBranchscore	relPathDiff	relQuadPathDiff	relSymDiff_s1	relBranchscore_s1	relPathDiff_s1	relQuadPathDiff_s1	spr	spr_extra	rf	hdist	RF	normRF	normSim_RF	wRF	norm_wRF	normSim_wRF	KF	pathDist	spr_s1	spr_extra_s1	rf_s1	hdist_s1	RF_s1	normRF_s1	normSim_RF_s1	wRF_s1	norm_wRF_s1	normSim_wRF_s1	KF_s1	pathDist_s1	n	best_lnL	best_lnL_k	best_lnL_k_wo_brlens	best_lnL_Model	best_AIC	best_AIC_lnL	best_AIC_k	best_AIC_k_wo_brlens	best_AIC_Model	best_AICc	best_AICc_lnL	best_AICc_k	best_AICc_k_wo_brlens	best_AICc_Model	best_BIC	best_BIC_lnL	best_BIC_k	best_BIC_k_wo_brlens	best_BIC_Model
tdists.28	iqtree_USaln_Both_Trim	33	18	8	31.0131791237	4216	0.823041065482797	0.823041065482797	0.823041065482797	0.823041065482797	0.823041065482797	0.699294632416733	0.823041065482797	0.823041065482797	0.823041065482797	482014	0.823041065482797	36	2.89612439243966	92.7900856772964	88.6325392028373	36	0.0659398201203611	92.7900856772964	0.988519599574142	0.580645161290323	0.167592500007231	0.532608286375519	0.196872795513549	0.580645161290323	0.600659597964115	0.532608286375519	0.414873128026432	11	9	36	83	36	0.36	0.64	23.1460333569	0.575914451939609	0.424085548060391	2.89612439243966	92.7900856772964	11	9	36	83	36	0.36	0.64	0.529109189063844	0.264554594531922	0.735445405468078	0.0659398201203611	92.7900856772964	370	-23679.0585	128	25	Blosum62+R3; 3DI+F+G4	47614.117	-23679.0585	128	25	Blosum62+R3; 3DI+F+G4	47751.146	-23679.0585	128	25	Blosum62+R3; 3DI+F+G4	48115.0454	-23679.0585	128	25	Blosum62+R3; 3DI+F+G4
tdists.29	iqtree_USaln_Both_Trim_allmodels	33	18	8	31.9138144734	4163	0.823041065482797	0.823041065482797	0.823041065482797	0.823041065482797	0.823041065482797	0.699294632416733	0.823041065482797	0.823041065482797	0.823041065482797	482014	0.823041065482797	36	3.02161263416872	94.2231394085338	90.8348999018185	36	0.0663640970169819	94.2231394085338	0.956570459275522	0.580645161290323	0.174854235106657	0.540833909689769	0.201764733750197	0.580645161290323	0.604524424857554	0.540833909689769	0.401464350113325	11	7	36	84	36	0.36	0.64	24.0390932842	0.585025299495053	0.414974700504947	3.02161263416872	94.2231394085338	11	7	36	84	36	0.36	0.64	0.532002442509887	0.266001221254944	0.733998778745056	0.0663640970169819	94.2231394085338	370	-24081.0411	128	25	Blosum62+R3; PMB+F+G4	48418.0823	-24081.0411	128	25	Blosum62+R3; PMB+F+G4	48555.1113	-24081.0411	128	25	Blosum62+R3; PMB+F+G4	48919.0107	-24081.0411	128	25	Blosum62+R3; PMB+F+G4
tdists.30	iqtrAF_FAMSA3di_3diFull	32	17	7	16.47319342165	3644	0.833859813882011	0.833859813882011	0.833859813882011	0.833859813882011	0.833859813882011	0.71505966761842	0.833859813882011	0.833859813882011	0.833859813882011	488350	0.833859813882011	38	1.23894516534735	86.2322445492404	27.5341056296906	38	0.0556537976218124	86.2322445492404	0.61177274793212	0.612903225806452	0.0716950964449155	0.494966759265782	0.0611594386896343	0.612903225806452	0.506962070015896	0.494966759265782	0.256755732193136	10	7	38	68	38	0.38	0.62	9.37428674765	0.365468285047247	0.634531714952753	1.23894516534735	86.2322445492404	10	7	38	68	38	0.38	0.62	0.443038239896896	0.221519119948448	0.778480880051552	0.0556537976218124	86.2322445492404	774	-14950.198	128	25	3DI+F+R4	30156.395	-14950.198	128	25	3DI+F+R4	30207.595	-14950.198	128	25	3DI+F+R4	30745.205	-14953.554	126	23	3DI+F+R3
tdists.31	iqtrAF_FAMSA3di_3diFull_allmodels	24	14	5	21.15764431715	3536	0.82336207632545	0.82336207632545	0.82336207632545	0.82336207632545	0.82336207632545	0.699758234677796	0.82336207632545	0.82336207632545	0.82336207632545	482202	0.82336207632545	54	1.97241594668309	93.3166651783056	44.2639040210856	54	0.0610665902392475	93.3166651783056	0.734626169831936	0.870967741935484	0.114139475646032	0.535630814090909	0.098320082030275	0.870967741935484	0.556268328836698	0.535630814090909	0.308316251027852	13	8	54	96	54	0.54	0.46	14.82733691215	0.488794183589613	0.511205816410387	1.97241594668309	93.3166651783056	13	8	54	96	54	0.54	0.46	0.513081944723699	0.25654097236185	0.74345902763815	0.0610665902392475	93.3166651783056	774.01	-15844.593	124	21	PMB+F+I+G4	31937.187	-15844.593	124	21	PMB+F+I+G4	31984.952	-15844.593	124	21	PMB+F+I+G4	32513.981	-15844.593	124	21	PMB+F+I+G4
tdists.32	iqtrAF_FAMSA3di_3diTrim35	31	14	6	16.19684172	3579	0.83446427046871	0.83446427046871	0.83446427046871	0.83446427046871	0.83446427046871	0.715949111919788	0.83446427046871	0.83446427046871	0.83446427046871	488704	0.83446427046871	40	1.23560000822712	92.8008620649614	31.4502299580622	40	0.0613461027091937	92.8008620649614	0.869496955995083	0.645161290322581	0.0715015193851182	0.532670142050355	0.0698580312273109	0.645161290322581	0.558814466322627	0.532670142050355	0.364920353727478	10	8	40	77	40	0.4	0.6	9.3281526642	0.367630510560566	0.632369489439434	1.23560000822712	92.8008620649614	10	8	40	77	40	0.4	0.6	0.499988922620388	0.249994461310194	0.750005538689806	0.0613461027091937	92.8008620649614	231	-10259.324	130	27	3DI+F+R5	20777.471	-10260.735	128	25	3DI+F+R4	21083.445	-10276.181	123	20	3DI+F+G4	21218.1	-10260.735	128	25	3DI+F+R4
tdists.33	iqtrAF_FAMSA3di_3diTrim35_allmodels	25	12	5	18.2088333851	3471	0.812331597370443	0.812331597370443	0.812331597370443	0.812331597370443	0.812331597370443	0.68397171767128	0.812331597370443	0.812331597370443	0.812331597370443	475742	0.812331597370443	52	1.61751778408385	89.5656184034923	37.6159355037596	52	0.0667274214637827	89.5656184034923	0.884052452059094	0.838709677419355	0.0936022810168077	0.514100080712822	0.0835534493887706	0.838709677419355	0.607834023151083	0.514100080712822	0.371029169561433	15	7	52	95	52	0.52	0.48	11.7942455037	0.430671541028821	0.569328458971179	1.61751778408385	89.5656184034923	15	7	52	95	52	0.52	0.48	0.542023112140601	0.2710115560703	0.7289884439297	0.0667274214637827	89.5656184034923	231	-10877.767	124	21	PMB+F+I+G4	22003.534	-10877.767	124	21	PMB+F+I+G4	22295.987	-10877.767	124	21	PMB+F+I+G4	22430.394	-10877.767	124	21	PMB+F+I+G4
tdists.34	iqtrAF_FAMSA3di_AAfull	32	14	6	116.448484549	3924	0.93873473917869	0.93873473917869	0.93873473917869	0.93873473917869	0.93873473917869	0.884542982639615	0.93873473917869	0.93873473917869	0.93873473917869	549770	0.93873473917869	38	17.2807517777628	69.3829950348066	450.202065611131	38	0.106099698693886	69.3829950348066	1.48155807734863	0.612903225806452	1	0.398253302810898	1	0.612903225806452	0.966484322299581	0.398253302810898	0.621797113751967	12	8	38	58	38	0.38	0.62	109.5530031416	0.872061206316154	0.127938793683846	17.2807517777628	69.3829950348066	12	8	38	58	38	0.38	0.62	0.775792951234975	0.387896475617488	0.612103524382512	0.106099698693886	69.3829950348066	774	-26932.024	130	27	Blosum62+F+R5	54123.652	-26933.826	128	25	Blosum62+F+R4	54174.852	-26933.826	128	25	Blosum62+F+R4	54691.623	-26993.278	106	3	EX3+FU+G
tdists.35	iqtrAF_FAMSA3di_AAfull_allmodels	35	17	9	75.58423223875	4034	0.96298130282592	0.96298130282592	0.96298130282592	0.96298130282592	0.96298130282592	0.928605535705465	0.96298130282592	0.96298130282592	0.96298130282592	563970	0.96298130282592	32	9.48642894344107	67.4388612003495	250.368397862506	32	0.0819023076666381	67.4388612003495	0.992759880473188	0.516129032258065	0.548959273614959	0.387094117187814	0.55612449827977	0.516129032258065	0.746065231988484	0.387094117187814	0.416652737253256	9	7	32	49	32	0.32	0.68	67.64136422295	0.79802359742266	0.20197640257734	9.48642894344107	67.4388612003495	9	7	32	49	32	0.32	0.68	0.632959719881725	0.316479859940863	0.683520140059137	0.0819023076666381	67.4388612003495	774	-26920.6	130	27	VT+F+R5	54098.124	-26921.062	128	25	VT+F+R4	54149.324	-26921.062	128	25	VT+F+R4	54693.526	-26921.062	128	25	VT+F+R4
tdists.36	iqtrAF_FAMSA3di_AA_trim35	29	12	6	98.0461223124	3991	0.75034918466661	0.75034918466661	0.75034918466661	0.75034918466661	0.75034918466661	0.600447081264398	0.75034918466661	0.75034918466661	0.75034918466661	439442	0.75034918466661	44	14.7395019523024	98.1529418815351	366.199265596803	44	0.109779016840584	98.1529418815351	1.39691228984789	0.709677419354839	0.852943329194132	0.563390687665152	0.813410896059979	0.709677419354839	1	0.563390687665152	0.586272008685946	12	8	44	89	44	0.44	0.56	91.637720266	0.854646130256754	0.145353869743246	14.7395019523024	98.1529418815351	12	8	44	89	44	0.44	0.56	0.794537177250259	0.397268588625129	0.602731411374871	0.109779016840584	98.1529418815351	231	-20019.931	128	25	LG+F+R4	40295.862	-20019.931	128	25	LG+F+R4	40483.807	-20044.436	106	3	EX3+FU+G	40665.768	-20044.436	106	3	EX3+FU+G
tdists.37	iqtrAF_FAMSA3di_AA_trim35_allmodels	30	13	7	72.2205894793	4064	0.776876974302058	0.776876974302057	0.776876974302058	0.776876974302058	0.776876974302058	0.635158490176206	0.776876974302058	0.776876974302058	0.776876974302057	454978	0.776876974302057	42	9.84114764263547	88.6679197906436	250.799243173887	42	0.0994458607439053	88.6679197906436	1.20425602816904	0.67741935483871	0.569486083082291	0.508947356514098	0.557081502576931	0.67741935483871	0.905873122259019	0.508947356514098	0.505415841594251	11	7	42	80	42	0.42	0.58	65.6163165735	0.806122358790791	0.193877641209209	9.84114764263547	88.6679197906436	11	7	42	80	42	0.42	0.58	0.726762113583736	0.363381056791868	0.636618943208132	0.0994458607439053	88.6679197906436	231	-20009.681	128	25	Q.pfam+F+R4	40275.362	-20009.681	128	25	Q.pfam+F+R4	40504.597	-20061.632	104	1	Q.pfam+G4	40689.276	-20061.632	104	1	Q.pfam+G4
tdists.38	iqtrAF_FAMSA3di_BothFull	36	19	8	36.7557415115	4206	0.854486468026979	0.854486468026979	0.854486468026979	0.854486468026979	0.854486468026979	0.745941836719484	0.854486468026979	0.854486468026979	0.854486468026979	500430	0.854486468026979	30	3.92568016718344	80.5853584716231	99.1736735065519	30	0.0604955792850857	80.5853584716231	0.694705065653402	0.483870967741935	0.227170682020621	0.462554047334281	0.220287024609556	0.483870967741935	0.551066870756681	0.462554047334281	0.291561708809414	7	3	30	61	30	0.3	0.7	28.8359592503	0.627788291737611	0.372211708262389	3.92568016718344	80.5853584716231	7	3	30	61	30	0.3	0.7	0.470481354164685	0.235240677082343	0.764759322917657	0.0604955792850857	80.5853584716231	1548	-42057.8395	147	44	Blosum62+F+G4; 3DI+F+R3	84409.679	-42057.8395	147	44	Blosum62+F+G4; 3DI+F+R3	84440.759	-42057.8395	147	44	Blosum62+F+G4; 3DI+F+R3	85195.3527	-42057.8395	147	44	Blosum62+F+G4; 3DI+F+R3
tdists.39	iqtrAF_FAMSA3di_BothFull_allmodels	32	17	7	40.9610394693	4111	0.84743788952446	0.84743788952446	0.84743788952446	0.84743788952446	0.84743788952446	0.73526440078341	0.84743788952446	0.84743788952446	0.84743788952446	496302	0.84743788952446	40	4.64883351418673	87.7040477971228	115.965563365201	40	0.0682038435656276	87.7040477971228	0.770248626716108	0.645161290322581	0.269018013450604	0.503414801963606	0.257585587058075	0.645161290322581	0.621283060538517	0.503414801963606	0.323266688148056	12	8	40	78	40	0.4	0.6	33.6599674187	0.671347569041018	0.328652430958982	4.64883351418673	87.7040477971228	12	8	40	78	40	0.4	0.6	0.538188117487627	0.269094058743813	0.730905941256186	0.0682038435656276	87.7040477971228	1548	-42936.0436	148	45	VT+F+R3; PMB+F+I+G4	86168.0873	-42936.0436	148	45	VT+F+R3; PMB+F+I+G4	86199.6127	-42936.0436	148	45	VT+F+R3; PMB+F+I+G4	86959.1057	-42936.0436	148	45	VT+F+R3; PMB+F+I+G4
tdists.40	iqtrAF_FAMSA3di_BothFullNonPart	34	17	7	38.2746633888	4239	0.850286007000768	0.850286007000768	0.850286007000768	0.850286007000768	0.850286007000768	0.739563067143897	0.850286007000768	0.850286007000768	0.850286007000768	497970	0.850286007000768	36	4.20585885867917	85.8952850859696	100.410450394974	36	0.0636197256392816	85.8952850859696	0.615942731627092	0.580645161290323	0.243384021295378	0.493032636659895	0.223034184125014	0.580645161290323	0.579525372609842	0.493032636659895	0.258505838291283	11	8	36	73	36	0.36	0.64	30.7049908064	0.647081031328296	0.352918968671704	4.20585885867917	85.8952850859696	11	8	36	73	36	0.36	0.64	0.512432910896357	0.256216455448179	0.743783544551821	0.0636197256392816	85.8952850859696	1547.98	-45436.318	130	27	PMB+F+R5	91132.635	-45436.318	130	27	PMB+F+R5	91156.672	-45436.318	130	27	PMB+F+R5	91818.78	-45439.328	128	25	PMB+F+R4
tdists.41	iqtrAF_FAMSA3di_BothFullNonPart_allmodels	35	18	8	44.6663815111	4220	0.852054981644327	0.852054981644327	0.852054981644327	0.852054981644327	0.852054981644327	0.742243720753123	0.852054981644327	0.852054981644327	0.852054981644327	499006	0.852054981644327	34	5.13440996314289	84.3326745692321	121.097835872871	34	0.063182098772537	84.3326745692321	0.601266251243023	0.548387096774194	0.297117279917761	0.48406336689883	0.268985518110598	0.548387096774194	0.5755389380494	0.48406336689883	0.252346246384375	10	8	34	70	34	0.34	0.66	36.9258492921	0.685802665974186	0.314197334025814	5.13440996314289	84.3326745692321	10	8	34	70	34	0.34	0.66	0.496874337214613	0.248437168607307	0.751562831392693	0.063182098772537	84.3326745692321	1547.98	-45430.703	131	28	PMB+F+I+R5	91123.406	-45430.703	131	28	PMB+F+I+R5	91147.83	-45430.703	131	28	PMB+F+I+R5	91823.565	-45430.703	131	28	PMB+F+I+R5
tdists.42	iqtrAF_FAMSA3di_BothTrim35	36	17	8	49.63781260165	4108	0.854090326987108	0.854090326987108	0.854090326987108	0.854090326987108	0.854090326987108	0.745338264526108	0.854090326987108	0.854090326987108	0.854090326987108	500198	0.854090326987108	30	6.07693642695402	85.4751425854324	154.596529411712	30	0.0713887782200375	85.4751425854324	0.935003439284387	0.483870967741935	0.351659262577565	0.49062104952091	0.343393647476614	0.483870967741935	0.650295295718533	0.49062104952091	0.392412858317122	10	8	30	66	30	0.3	0.7	42.08728713965	0.715591434811033	0.284408565188967	6.07693642695402	85.4751425854324	10	8	30	66	30	0.3	0.7	0.531627966428765	0.265813983214383	0.734186016785617	0.0713887782200375	85.4751425854324	462	-30459.0067	130	27	EX3+FU+G; 3DI+F+R3	61178.0134	-30459.0067	130	27	EX3+FU+G; 3DI+F+R3	61280.9137	-30459.0067	130	27	EX3+FU+G; 3DI+F+R3	61715.6369	-30459.0067	130	27	EX3+FU+G; 3DI+F+R3
tdists.43	iqtrAF_FAMSA3di_BothTrim35_allmodels	34	18	8	44.26528677085	4132	0.849705455476821	0.849705455476821	0.849705455476821	0.849705455476821	0.849705455476821	0.7386851128891	0.849705455476821	0.849705455476821	0.849705455476821	497630	0.849705455476821	36	5.30260104417217	87.5899537618328	131.523248279996	36	0.0728355652542962	87.5899537618328	0.865844334447062	0.580645161290323	0.306850136635586	0.502759910568928	0.292142702858234	0.580645161290323	0.663474381083814	0.502759910568928	0.363387380048679	10	7	36	73	36	0.36	0.64	36.84741812805	0.689482170494358	0.310517829505642	5.30260104417217	87.5899537618328	10	7	36	73	36	0.36	0.64	0.537617482341101	0.26880874117055	0.73119125882945	0.0728355652542962	87.5899537618328	462	-31053.9009	129	26	Q.pfam+R3; PMB+F+I+G4	62365.8019	-31053.9009	129	26	Q.pfam+R3; PMB+F+I+G4	62466.826	-31053.9009	129	26	Q.pfam+R3; PMB+F+I+G4	62899.2897	-31053.9009	129	26	Q.pfam+R3; PMB+F+I+G4
tdists.44	iqtrAF_FAMSA3di_BothTrim35NonPart	34	17	7	34.93374427865	4298	0.853072654315718	0.853072654315718	0.853072654315718	0.853072654315718	0.853072654315718	0.743789619739823	0.853072654315718	0.853072654315718	0.853072654315718	499602	0.853072654315718	36	3.79567831380151	78.701969479804	91.6588287330152	36	0.0680489735928077	78.701969479804	0.690279438313381	0.580645161290323	0.219647753906509	0.451743532652789	0.203594864916029	0.580645161290323	0.619872317599867	0.451743532652789	0.289704311284039	11	7	36	67	36	0.36	0.64	27.63410137285	0.626472750328113	0.373527249671887	3.79567831380151	78.701969479804	11	7	36	67	36	0.36	0.64	0.537353645379168	0.268676822689584	0.731323177310416	0.0680489735928077	78.701969479804	462	-32926.119	130	27	PMB+F+R5	66110.377	-32927.188	128	25	PMB+F+R4	66209.548	-32927.188	128	25	PMB+F+R4	66639.729	-32927.188	128	25	PMB+F+R4
tdists.45	iqtrAF_FAMSA3di_BothTrim35NonPart_allmodels	35	18	8	35.06269712515	4286	0.854841628959276	0.854841628959276	0.854841628959276	0.854841628959276	0.854841628959276	0.746483325430694	0.854841628959276	0.854841628959276	0.854841628959276	500638	0.854841628959276	34	3.84288311553984	77.9102047231298	91.6128464639131	34	0.0676514717397197	77.9102047231298	0.67300184136233	0.548387096774194	0.222379394424549	0.447198861019105	0.203492727958839	0.548387096774194	0.616251390171948	0.447198861019105	0.282453053246313	11	7	34	65	34	0.34	0.66	27.65044469455	0.62501608791715	0.37498391208285	3.84288311553984	77.9102047231298	11	7	34	65	34	0.34	0.66	0.520878890159825	0.260439445079912	0.739560554920088	0.0676514717397197	77.9102047231298	462	-32903.247	131	28	PMB+F+I+R5	66066.992	-32904.496	129	26	PMB+F+I+R4	66168.017	-32904.496	129	26	PMB+F+I+R4	66600.48	-32904.496	129	26	PMB+F+I+R4
tdists.46	iqtrAF_USaln_3diFull	31	16	7	19.368268897	3772	0.821388201144028	0.821388201144028	0.821388201144028	0.821388201144028	0.821388201144028	0.696911571682308	0.821388201144028	0.821388201144028	0.821388201144028	481046	0.821388201144028	40	1.69650045391165	100.84641788383	57.2709100291684	40	0.0735037401210048	100.84641788383	1.59731585370419	0.645161290322581	0.098172838527473	0.578851042373356	0.12721156654718	0.645161290322581	0.669560925543207	0.578851042373356	0.670379651509141	9	7	40	75	40	0.4	0.6	12.090628889	0.423561663089981	0.576438336910019	1.69650045391165	100.84641788383	9	7	40	75	40	0.4	0.6	0.537997740714183	0.268998870357092	0.731001129642908	0.0735037401210048	100.84641788383	1413.02	-15985.718	128	25	3DI+F+R4	32224.336	-15986.168	126	23	3DI+F+R3	32249.222	-15986.168	126	23	3DI+F+R3	32886.273	-15986.168	126	23	3DI+F+R3
tdists.47	iqtrAF_USaln_3diFull_allmodels	24	13	4	47.90082509165	3790	0.763128148211389	0.763128148211389	0.763128148211389	0.763128148211389	0.763128148211389	0.616982387551182	0.763128148211389	0.763128148211389	0.763128148211389	446926	0.763128148211389	54	5.99617009954583	134.677392312147	212.961396730991	54	0.0891318198469112	134.677392312147	2.38270336832026	0.870967741935484	0.346985488632608	0.773038354359953	0.473035139103382	0.870967741935484	0.811920368865611	0.773038354359953	1	12	7	54	112	54	0.54	0.46	41.51094251285	0.727270755268959	0.272729244731041	5.99617009954583	134.677392312147	12	7	54	112	54	0.54	0.46	0.687660884120266	0.343830442060133	0.656169557939867	0.0891318198469112	134.677392312147	1412.99	-16895.409	131	28	PMB+F+I+R5	34052.818	-16895.409	131	28	PMB+F+I+R5	34079.816	-16895.409	131	28	PMB+F+I+R5	34731.766	-16898.034	129	26	PMB+F+I+R4
tdists.48	iqtrAF_USaln_3diTrim35	28	13	4	15.9408005136	3799	0.757083582344404	0.757083582344404	0.757083582344404	0.757083582344404	0.757083582344404	0.609118659621878	0.757083582344404	0.757083582344404	0.757083582344404	443386	0.757083582344404	46	1.32356752196063	115.082579046526	46.8722883712685	46	0.0785731198845278	115.082579046526	1.8775252660371	0.741935483870968	0.0765920105202728	0.660565563338443	0.10411389007654	0.741935483870968	0.715738964930137	0.660565563338443	0.787981118841793	11	6	46	86	46	0.46	0.54	9.9162551396	0.394791902041729	0.605208097958271	1.32356752196063	115.082579046526	11	6	46	86	46	0.46	0.54	0.592220098133703	0.296110049066852	0.703889950933148	0.0785731198845278	115.082579046526	191	-8036.995	128	25	3DI+F+R4	16329.991	-8036.995	128	25	3DI+F+R4	16811.161	-8054.939	123	20	3DI+F+G4	16740.87	-8039.542	126	23	3DI+F+R3
tdists.49	iqtrAF_USaln_3diTrim35_allmodels	30	15	5	16.8692465016	3758	0.781377956117135	0.781377956117135	0.781377956117135	0.781377956117135	0.781377956117135	0.641197949798651	0.781377956117135	0.781377956117135	0.781377956117135	457614	0.781377956117135	42	1.48659258089271	111.498878918131	54.9254744078106	42	0.0825167102877087	111.498878918131	2.12458948241684	0.67741935483871	0.0860259206318609	0.639995387437253	0.122001826742513	0.67741935483871	0.751661953827985	0.639995387437253	0.891671834045638	10	6	42	83	42	0.42	0.58	10.7150241936	0.411386544970554	0.588613455029446	1.48659258089271	111.498878918131	10	6	42	83	42	0.42	0.58	0.628300498716099	0.314150249358049	0.685849750641951	0.0825167102877087	111.498878918131	191	-8438.131	124	21	PMB+F+I+G4	17124.262	-8438.131	124	21	PMB+F+I+G4	17593.157	-8445.937	123	20	PMB+F+G4	17527.544	-8438.131	124	21	PMB+F+I+G4
tdists.50	iqtrAF_USaln_AAfull	36	18	9	57.41113209625	4072	0.947757192862631	0.947757192862631	0.947757192862631	0.947757192862631	0.947757192862631	0.900701992386157	0.947757192862631	0.947757192862631	0.947757192862631	555054	0.947757192862631	32	6.64579739769516	57.6888204074238	194.744279679259	32	0.0742265664754114	57.6888204074238	1.13128066439769	0.516129032258065	0.384578025491177	0.331129598124091	0.432570826646256	0.516129032258065	0.676145301822111	0.331129598124091	0.474788712451107	12	10	32	43	32	0.32	0.68	49.71572128785	0.746616740543377	0.253383259456623	6.64579739769516	57.6888204074238	12	10	32	43	32	0.32	0.68	0.571211644314807	0.285605822157403	0.714394177842597	0.0742265664754114	57.6888204074238	1413.05	-27095.903	128	25	Blosum62+F+R4	54447.807	-27095.903	128	25	Blosum62+F+R4	54473.526	-27095.903	128	25	Blosum62+F+R4	55106.911	-27107.367	123	20	Blosum62+F+G4
tdists.51	iqtrAF_USaln_AAfull_allmodels	35	17	9	80.8028270422	4117	0.947757192862631	0.947757192862631	0.947757192862631	0.947757192862631	0.947757192862631	0.900701992386157	0.947757192862631	0.947757192862631	0.947757192862631	555054	0.947757192862631	32	10.1832773452166	56.3205113613149	305.046651931932	32	0.0811106519547846	56.3205113613149	1.38459475133524	0.516129032258065	0.589284394346816	0.323275604553973	0.677577193071835	0.516129032258065	0.73885387471241	0.323275604553973	0.581102444284261	12	10	32	42	32	0.32	0.68	72.9645208554	0.810899777266579	0.189100222733421	10.1832773452166	56.3205113613149	12	10	32	42	32	0.32	0.68	0.614033461843543	0.307016730921772	0.692983269078228	0.0811106519547846	56.3205113613149	1413.02	-27096.393	128	25	Blosum62+F+R4	54448.786	-27096.393	128	25	Blosum62+F+R4	54474.506	-27096.393	128	25	Blosum62+F+R4	55073.053	-27159.346	104	1	Q.pfam+G4
tdists.52	iqtrAF_USaln_AA_trim35	38	18	9	84.3150747019	3927	0.964702467343977	0.964702467343977	0.964702467343977	0.964702467343977	0.964702467343977	0.931811809566534	0.964702467343977	0.964702467343977	0.964702467343977	564978	0.964702467343977	28	11.1481375381083	61.3514466007119	362.396267560504	28	0.0905981449421132	61.3514466007119	1.9192365980517	0.451612903225806	0.645118781953336	0.352152803849167	0.804963582449507	0.451612903225806	0.825277430510017	0.352152803849167	0.805487004202588	9	6	28	44	28	0.28	0.72	76.8423594523	0.821914177418555	0.178085822581445	11.1481375381083	61.3514466007119	9	6	28	44	28	0.28	0.72	0.658697791880523	0.329348895940262	0.670651104059738	0.0905981449421132	61.3514466007119	191	-16270.874	128	25	Blosum62+F+R4	32797.747	-16270.874	128	25	Blosum62+F+R4	33112.405	-16315.179	106	3	EX3+FU+G	33187.098	-16315.179	106	3	EX3+FU+G
tdists.53	iqtrAF_USaln_AA_trim35_allmodels	34	17	8	61.5096857967	4033	0.935579270895586	0.935579270895586	0.935579270895586	0.935579270895586	0.935579270895586	0.87895626730491	0.935579270895586	0.935579270895586	0.935579270895586	547922	0.935579270895586	36	7.35766266249656	74.0945342113708	227.848604112615	36	0.0804082192792825	74.0945342113708	1.41173764475034	0.580645161290323	0.425772139842003	0.425297192130584	0.506102973568812	0.580645161290323	0.7324552687154	0.425297192130584	0.592494081940873	11	7	36	62	36	0.36	0.64	54.4473117029	0.770263973858176	0.229736026141824	7.35766266249656	74.0945342113708	11	7	36	62	36	0.36	0.64	0.64299775661376	0.32149887830688	0.67850112169312	0.0804082192792825	74.0945342113708	191	-16263.42	128	25	Q.pfam+F+R4	32782.84	-16263.42	128	25	Q.pfam+F+R4	33104.042	-16321.044	104	1	Q.pfam+G4	33188.325	-16321.044	104	1	Q.pfam+G4
tdists.54	iqtrAF_USaln_BothFull	39	20	10	38.40590450295	4294	0.913361222573209	0.913361222573209	0.913361222573209	0.913361222573209	0.913361222573209	0.840538034852842	0.913361222573209	0.913361222573209	0.913361222573209	534910	0.913361222573209	24	4.0353842776197	64.6065012208524	125.042236283666	24	0.068996025924271	64.6065012208524	1.18641546741705	0.387096774193548	0.233519023333956	0.370836578636498	0.27774691818423	0.387096774193548	0.62849921515023	0.370836578636498	0.497928312517325	6	4	24	40	24	0.24	0.76	30.34939471175	0.637823065969484	0.362176934030516	4.0353842776197	64.6065012208524	6	4	24	40	24	0.24	0.76	0.498827446205617	0.249413723102808	0.750586276897192	0.068996025924271	64.6065012208524	2826.01	-43208.5923	150	47	Blosum62+F+R3; 3DI+F+R3	86717.1847	-43208.5923	150	47	Blosum62+F+R3; 3DI+F+R3	86734.1192	-43208.5923	150	47	Blosum62+F+R3; 3DI+F+R3	87609.1773	-43208.5923	150	47	Blosum62+F+R3; 3DI+F+R3
tdists.55	iqtrAF_USaln_BothFull_allmodels	35	19	8	79.22295990595	4202	0.945885767950141	0.945885767950141	0.945885767950141	0.945885767950141	0.945885767950141	0.897327575314817	0.945885767950141	0.945885767950141	0.945885767950141	553958	0.945885767950141	32	10.1014810265843	58.2752091373339	305.090364490991	32	0.0802494173388587	58.2752091373339	1.46435709651927	0.516129032258065	0.584551017021324	0.334495426426841	0.677674288492753	0.516129032258065	0.731008708662358	0.334495426426841	0.614578010838	10	7	32	46	32	0.32	0.68	71.38234767815	0.80749412309846	0.19250587690154	10.1014810265843	58.2752091373339	10	7	32	46	32	0.32	0.68	0.582969131877526	0.291484565938763	0.708515434061237	0.0802494173388587	58.2752091373339	2825.99	-44181.5049	137	34	Q.pfam+R4; PMB+F+R5	88637.0097	-44181.5049	137	34	Q.pfam+R4; PMB+F+R5	88651.0767	-44181.5049	137	34	Q.pfam+R4; PMB+F+R5	89451.6963	-44181.5049	137	34	Q.pfam+R4; PMB+F+R5
